Policy_ID,Policy_Number,Customer_ID_x,Vehicle_ID,IMD_Code,RID,RED,IDV_x,Policy_Tenure,Policy_Term,Policy_Status,Claim_Amount,Claim_Count,NCB,Premium,Polciy_Holder_Name,Mobile_Number,Customer_Area,District_x,Customer_ID_y,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,IDV_y,Entity_Name,Channel_Type,Area,District_y,Portfolio_Size,Year_Onboarded,Active_Status,Renewed
PID10212,POL10091,CUST10074,VEH10091,IMD10146,2025-03-03,2026-03-02,342426,5,365,Active,0.0,2,45,6780.03,Nitesh Raghavan,6707783689,R.S. Pura,Jammu,CUST10074,JK02EW3068,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,342426,Khajuria Fortune Insurance Associates,Prime Broker,Gandhi Nagar,Jammu,295,2020-11-20,Active,1
PID10213,POL10091,CUST10074,VEH10091,IMD10146,2026-03-03,2027-03-02,342426,6,365,Active,0.0,0,0,10272.78,Nitesh Raghavan,6707783689,R.S. Pura,Jammu,CUST10074,JK02EW3068,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,342426,Khajuria Fortune Insurance Associates,Prime Broker,Gandhi Nagar,Jammu,295,2020-11-20,Active,0
PID10214,POL10092,CUST10075,VEH10092,IMD10405,2025-07-23,2026-07-22,474842,1,365,Active,0.0,0,0,14245.26,Madhavi Lanka,6558845474,Bahu Plaza,Jammu,CUST10075,JK02JH1391,JK02,Tata,Tiago,Hatchback,Petrol,1199,2023,2023-05-03,3,474842,Raina Summit Insurance Services,Bancassurance,Gandhi Nagar,Jammu,586,2017-05-18,Active,0
PID10215,POL10093,CUST10076,VEH10093,IMD10181,2025-05-29,2026-05-28,733738,1,365,Active,0.0,0,0,22012.14,Bhavika Sampath,6493668883,Vijaypur,Samba,CUST10076,JK08WU3291,JK08,Mahindra,XUV700,SUV,Petrol,1999,2019,2019-09-15,7,733738,Jammu Integrity Insurance,Prime Broker,Bari Brahmana,Samba,572,2024-02-02,Active,1
PID10216,POL10093,CUST10076,VEH10093,IMD10181,2026-05-29,2027-05-28,733738,2,365,Active,0.0,0,20,17609.71,Bhavika Sampath,6493668883,Vijaypur,Samba,CUST10076,JK08WU3291,JK08,Mahindra,XUV700,SUV,Petrol,1999,2019,2019-09-15,7,733738,Jammu Integrity Insurance,Prime Broker,Bari Brahmana,Samba,572,2024-02-02,Active,0
PID10217,POL10094,CUST10077,VEH10094,IMD10184,2025-11-21,2026-11-20,1929216,1,365,Active,0.0,1,0,63664.13,Mohammed Gupta,8780069974,Rehari,Jammu,CUST10077,JK02MM8621,JK02,Toyota,Fortuner,SUV,Petrol,2755,2022,2022-06-20,4,1929216,Gupta Apex Insurance Hub,Prime Broker,Trikuta Nagar,Jammu,525,2025-06-13,Active,0
PID10218,POL10095,CUST10077,VEH10095,IMD10046,2025-01-27,2026-01-26,324575,1,365,Active,0.0,1,0,10710.98,Mohammed Gupta,8780069974,Rehari,Jammu,CUST10077,JK02XX5840,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-12-29,4,324575,Mahajan Unity Insurance Consultants,Agency,Gandhi Nagar,Jammu,236,2024-02-15,Active,1
PID10219,POL10095,CUST10077,VEH10095,IMD10046,2026-01-27,2027-01-26,324575,2,365,Active,0.0,0,0,9737.25,Mohammed Gupta,8780069974,Rehari,Jammu,CUST10077,JK02XX5840,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-12-29,4,324575,Mahajan Unity Insurance Consultants,Agency,Gandhi Nagar,Jammu,236,2024-02-15,Active,0
PID10220,POL10096,CUST10078,VEH10096,IMD10255,2025-12-28,2026-12-27,599926,1,365,Active,71454.13,0,0,17997.78,Teerth Bhardwaj,8846907231,Trikuta Nagar,Jammu,CUST10078,JK02BZ8855,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-11-12,1,599926,Raina Fortune Insurance,Prime Broker,Bakshi Nagar,Jammu,522,2022-12-07,Active,0
PID10221,POL10097,CUST10079,VEH10097,IMD10371,2025-07-03,2026-07-02,319133,1,365,Active,0.0,0,0,9573.99,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02BN9537,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-01-31,4,319133,Gupta Apex Insurance Consultants,Prime Broker,Channi Himmat,Jammu,333,2024-03-26,Active,0
PID10222,POL10098,CUST10079,VEH10098,IMD10056,2025-01-11,2026-01-10,237335,1,365,Active,0.0,0,0,7120.05,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02JU3020,JK02,Tata,Altroz,Hatchback,Petrol,1199,2015,2016-05-03,11,237335,Raina Vision Insurance Point,Prime Broker,Jewel Chowk,Jammu,468,2022-07-19,Active,1
PID10223,POL10098,CUST10079,VEH10098,IMD10056,2026-01-11,2027-01-10,237335,2,365,Active,0.0,0,20,5696.04,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02JU3020,JK02,Tata,Altroz,Hatchback,Petrol,1199,2015,2016-05-03,11,237335,Raina Vision Insurance Point,Prime Broker,Jewel Chowk,Jammu,468,2022-07-19,Active,0
PID10224,POL10099,CUST10079,VEH10099,IMD10249,2022-11-14,2023-11-13,270872,1,365,Active,0.0,0,0,8126.16,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02NZ3512,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,270872,Reliable Prime Risk Advisors,Prime Broker,Channi Himmat,Jammu,361,2021-02-24,Active,1
PID10225,POL10099,CUST10079,VEH10099,IMD10249,2023-11-14,2024-11-12,270872,2,365,Active,0.0,0,20,6500.93,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02NZ3512,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,270872,Reliable Prime Risk Advisors,Prime Broker,Channi Himmat,Jammu,361,2021-02-24,Active,1
PID10226,POL10099,CUST10079,VEH10099,IMD10249,2024-11-13,2025-11-12,270872,3,365,Active,0.0,0,25,6094.62,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02NZ3512,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,270872,Reliable Prime Risk Advisors,Prime Broker,Channi Himmat,Jammu,361,2021-02-24,Active,1
PID10227,POL10099,CUST10079,VEH10099,IMD10249,2025-11-13,2026-11-12,270872,4,365,Active,0.0,0,35,5282.0,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02NZ3512,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,270872,Reliable Prime Risk Advisors,Prime Broker,Channi Himmat,Jammu,361,2021-02-24,Active,0
PID10228,POL10100,CUST10079,VEH10100,IMD10183,2025-12-31,2026-12-30,1057337,1,365,Active,0.0,1,0,34892.12,Dipta Bhandari,8710862914,Akhnoor,Jammu,CUST10079,JK02DT4216,JK02,Mahindra,Thar,SUV,Petrol,2184,2025,2026-01-26,1,1057337,Gupta Smart Risk Advisors,Prime Broker,Channi Himmat,Jammu,382,2018-01-06,Active,0
PID10229,POL10101,CUST10080,VEH10101,IMD10192,2023-11-17,2024-11-15,183126,1,365,Active,0.0,0,0,5493.78,Vansha Thakkar,7089614356,Janipur,Jammu,CUST10080,JK02FO7841,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-12-19,9,183126,RainaSmartRisk Advisors,Prime Broker,Trikuta Nagar,Jammu,453,2021-09-18,Active,1
PID10230,POL10101,CUST10080,VEH10101,IMD10192,2024-11-16,2025-11-15,183126,2,365,Active,0.0,0,20,4395.02,Vansha Thakkar,7089614356,Janipur,Jammu,CUST10080,JK02FO7841,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-12-19,9,183126,RainaSmartRisk Advisors,Prime Broker,Trikuta Nagar,Jammu,453,2021-09-18,Active,1
PID10231,POL10101,CUST10080,VEH10101,IMD10192,2025-11-16,2026-11-15,183126,3,365,Active,42988.83,0,25,4120.34,Vansha Thakkar,7089614356,Janipur,Jammu,CUST10080,JK02FO7841,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-12-19,9,183126,RainaSmartRisk Advisors,Prime Broker,Trikuta Nagar,Jammu,453,2021-09-18,Active,0
PID10232,POL10102,CUST10081,VEH10102,IMD10138,2025-03-23,2026-03-22,353541,1,365,Active,38522.12,0,0,10606.23,Dakshesh Trivedi,7813425592,Satwari,Jammu,CUST10081,JK02GM2082,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-11-29,2,353541,North Royal Insurance Point,Prime Broker,Trikuta Nagar,Jammu,270,2019-05-07,Active,1
PID10233,POL10102,CUST10081,VEH10102,IMD10138,2026-03-23,2027-03-22,353541,2,365,Active,0.0,0,20,8484.98,Dakshesh Trivedi,7813425592,Satwari,Jammu,CUST10081,JK02GM2082,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-11-29,2,353541,North Royal Insurance Point,Prime Broker,Trikuta Nagar,Jammu,270,2019-05-07,Active,0
PID10234,POL10103,CUST10082,VEH10103,IMD10292,2025-06-15,2026-06-14,340550,1,365,Active,0.0,0,0,10216.5,Quincy Biswas,8256706492,Doda,Doda,CUST10082,JK06QZ8682,JK06,Kia,Sonet,SUV,Diesel,1197,2013,2014-02-28,13,340550,Sharma Vertex Insurance Solutions,POSP,Doda,Doda,86,2023-04-24,Active,1
PID10235,POL10103,CUST10082,VEH10103,IMD10292,2026-06-15,2027-06-14,340550,2,365,Active,0.0,0,20,8173.2,Quincy Biswas,8256706492,Doda,Doda,CUST10082,JK06QZ8682,JK06,Kia,Sonet,SUV,Diesel,1197,2013,2014-02-28,13,340550,Sharma Vertex Insurance Solutions,POSP,Doda,Doda,86,2023-04-24,Active,0
PID10236,POL10104,CUST10083,VEH10104,IMD10413,2024-10-23,2025-10-22,537637,1,365,Active,0.0,0,0,16129.11,Wahab Raval,8366676869,Udhampur,Udhampur,CUST10083,JK14UU5018,JK14,Hyundai,i20,Hatchback,Petrol,1197,2024,2024-09-17,2,537637,Gupta Prime Insurance Consultants,Prime Broker,Udhampur,Udhampur,517,2021-02-03,Active,1
PID10237,POL10104,CUST10083,VEH10104,IMD10413,2025-10-23,2026-10-22,537637,2,365,Active,0.0,1,20,14193.62,Wahab Raval,8366676869,Udhampur,Udhampur,CUST10083,JK14UU5018,JK14,Hyundai,i20,Hatchback,Petrol,1197,2024,2024-09-17,2,537637,Gupta Prime Insurance Consultants,Prime Broker,Udhampur,Udhampur,517,2021-02-03,Active,0
PID10238,POL10105,CUST10084,VEH10105,IMD10086,2025-11-09,2026-11-08,987499,1,365,Active,0.0,0,0,29624.97,Yatin Baral,7457027115,Samba,Samba,CUST10084,JK08BP5221,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-07-10,1,987499,Secure Future Insurance,Bancassurance,Samba,Samba,392,2022-10-25,Active,0
PID10239,POL10106,CUST10084,VEH10106,IMD10295,2025-07-13,2026-07-12,448523,1,365,Active,0.0,0,0,13455.69,Yatin Baral,7457027115,Samba,Samba,CUST10084,JK08XY9883,JK08,Honda,Amaze,Sedan,Petrol,1199,2021,2022-02-13,5,448523,Dogra Prime Insurance Services,Prime Broker,Bari Brahmana,Samba,157,2020-01-02,Active,0
PID10240,POL10107,CUST10085,VEH10107,IMD10292,2025-01-26,2026-01-25,203267,1,365,Active,0.0,0,0,6098.01,Oni Virk,8982848731,Doda,Doda,CUST10085,JK06QY2086,JK06,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,2018-08-09,8,203267,Sharma Vertex Insurance Solutions,POSP,Doda,Doda,86,2023-04-24,Active,1
PID10241,POL10107,CUST10085,VEH10107,IMD10292,2026-01-26,2027-01-25,203267,2,365,Active,0.0,0,20,4878.41,Oni Virk,8982848731,Doda,Doda,CUST10085,JK06QY2086,JK06,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,2018-08-09,8,203267,Sharma Vertex Insurance Solutions,POSP,Doda,Doda,86,2023-04-24,Active,0
PID10242,POL10108,CUST10086,VEH10108,IMD10399,2024-03-02,2025-03-01,406251,1,365,Active,0.0,2,0,14625.04,Advika Jayaraman,6987998370,Banihal,Ramban,CUST10086,JK19YD4861,JK19,Renault,Kiger,SUV,Petrol,999,2021,2022-06-10,5,406251,Elite Fortune Risk Advisors,Prime Broker,Narwal,Jammu,599,2024-01-17,Active,1
PID10243,POL10108,CUST10086,VEH10108,IMD10399,2025-03-02,2026-03-01,406251,2,365,Active,0.0,1,0,13406.28,Advika Jayaraman,6987998370,Banihal,Ramban,CUST10086,JK19YD4861,JK19,Renault,Kiger,SUV,Petrol,999,2021,2022-06-10,5,406251,Elite Fortune Risk Advisors,Prime Broker,Narwal,Jammu,599,2024-01-17,Active,1
PID10244,POL10108,CUST10086,VEH10108,IMD10399,2026-03-02,2027-03-01,406251,3,365,Active,0.0,0,0,12187.53,Advika Jayaraman,6987998370,Banihal,Ramban,CUST10086,JK19YD4861,JK19,Renault,Kiger,SUV,Petrol,999,2021,2022-06-10,5,406251,Elite Fortune Risk Advisors,Prime Broker,Narwal,Jammu,599,2024-01-17,Active,0
PID10245,POL10109,CUST10087,VEH10109,IMD10073,2023-08-11,2024-08-09,244368,1,365,Active,0.0,0,0,7331.04,William Lanka,7665891208,Bishnah,Jammu,CUST10087,JK02PE3608,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-11-24,6,244368,Sharma Integrity Risk Advisors,Agency,Gandhi Nagar,Jammu,200,2022-06-06,Active,1
PID10246,POL10109,CUST10087,VEH10109,IMD10073,2024-08-10,2025-08-09,244368,2,365,Active,0.0,1,20,6451.32,William Lanka,7665891208,Bishnah,Jammu,CUST10087,JK02PE3608,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-11-24,6,244368,Sharma Integrity Risk Advisors,Agency,Gandhi Nagar,Jammu,200,2022-06-06,Active,1
PID10247,POL10109,CUST10087,VEH10109,IMD10073,2025-08-10,2026-08-09,244368,3,365,Active,0.0,2,0,8797.25,William Lanka,7665891208,Bishnah,Jammu,CUST10087,JK02PE3608,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-11-24,6,244368,Sharma Integrity Risk Advisors,Agency,Gandhi Nagar,Jammu,200,2022-06-06,Active,0
PID10248,POL10110,CUST10088,VEH10110,IMD10083,2024-12-26,2025-12-25,275547,1,365,Active,0.0,0,0,8266.41,Karan Mital,9208934193,Bishnah,Jammu,CUST10088,JK02OM2512,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2014,2015-03-08,12,275547,Secure Pioneer Insurance Point,Agency,Talab Tillo,Jammu,229,2022-08-03,Active,1
PID10249,POL10110,CUST10088,VEH10110,IMD10083,2025-12-26,2026-12-25,275547,2,365,Active,55972.58,0,20,6613.13,Karan Mital,9208934193,Bishnah,Jammu,CUST10088,JK02OM2512,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2014,2015-03-08,12,275547,Secure Pioneer Insurance Point,Agency,Talab Tillo,Jammu,229,2022-08-03,Active,0
PID10250,POL10111,CUST10089,VEH10111,IMD10087,2023-03-08,2024-03-06,209235,1,365,Active,0.0,0,0,6277.05,Diya Bora,6814679471,Bahu Plaza,Jammu,CUST10089,JK02ZJ6853,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,2019-04-27,7,209235,Mahindra Fortune Insurance Point,POSP,Gandhi Nagar,Jammu,56,2022-12-16,Active,1
PID10251,POL10111,CUST10089,VEH10111,IMD10087,2024-03-07,2025-03-06,209235,2,365,Active,0.0,0,20,5021.64,Diya Bora,6814679471,Bahu Plaza,Jammu,CUST10089,JK02ZJ6853,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,2019-04-27,7,209235,Mahindra Fortune Insurance Point,POSP,Gandhi Nagar,Jammu,56,2022-12-16,Active,1
PID10252,POL10111,CUST10089,VEH10111,IMD10087,2025-03-07,2026-03-06,209235,3,365,Active,40218.55,0,25,4707.79,Diya Bora,6814679471,Bahu Plaza,Jammu,CUST10089,JK02ZJ6853,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,2019-04-27,7,209235,Mahindra Fortune Insurance Point,POSP,Gandhi Nagar,Jammu,56,2022-12-16,Active,1
PID10253,POL10111,CUST10089,VEH10111,IMD10087,2026-03-07,2027-03-06,209235,4,365,Active,0.0,0,35,4080.08,Diya Bora,6814679471,Bahu Plaza,Jammu,CUST10089,JK02ZJ6853,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,2019-04-27,7,209235,Mahindra Fortune Insurance Point,POSP,Gandhi Nagar,Jammu,56,2022-12-16,Active,0
PID10254,POL10112,CUST10090,VEH10112,IMD10061,2024-06-15,2025-06-14,132047,1,365,Active,9644.72,0,0,3961.41,Tara Chaudhry,6449034980,Satwari,Jammu,CUST10090,JK02ZP4149,JK02,Renault,Kwid,Hatchback,Petrol,999,2017,2018-04-04,9,132047,Trikuta Elite Insurance,Agency,Gandhi Nagar,Jammu,159,2023-07-13,Active,1
PID10255,POL10112,CUST10090,VEH10112,IMD10061,2025-06-15,2026-06-14,132047,2,365,Active,0.0,0,20,3169.13,Tara Chaudhry,6449034980,Satwari,Jammu,CUST10090,JK02ZP4149,JK02,Renault,Kwid,Hatchback,Petrol,999,2017,2018-04-04,9,132047,Trikuta Elite Insurance,Agency,Gandhi Nagar,Jammu,159,2023-07-13,Active,1
PID10256,POL10112,CUST10090,VEH10112,IMD10061,2026-06-15,2027-06-14,132047,3,365,Active,0.0,0,25,2971.06,Tara Chaudhry,6449034980,Satwari,Jammu,CUST10090,JK02ZP4149,JK02,Renault,Kwid,Hatchback,Petrol,999,2017,2018-04-04,9,132047,Trikuta Elite Insurance,Agency,Gandhi Nagar,Jammu,159,2023-07-13,Active,0
PID10257,POL10113,CUST10091,VEH10113,IMD10019,2025-12-31,2026-12-30,2107834,1,365,Active,0.0,0,0,63235.02,Tanay Toor,8933118466,Bari Brahmana,Samba,CUST10091,JK08BP3271,JK08,Tata,Harrier,SUV,Diesel,1956,2025,2026-03-10,1,2107834,Dogra Summit Insurance Solutions,Dealer,Samba,Samba,121,2023-04-18,Active,0
PID10258,POL10114,CUST10092,VEH10114,IMD10070,2023-01-31,2024-01-30,301583,1,365,Active,0.0,0,0,9047.49,Kevin Palla,6721507228,Marh,Jammu,CUST10092,JK02AW3667,JK02,Tata,Altroz,Hatchback,Diesel,1199,2019,2020-04-28,7,301583,Gupta Elite Insurance Solutions,Prime Broker,Channi Himmat,Jammu,311,2019-09-25,Active,1
PID10259,POL10114,CUST10092,VEH10114,IMD10070,2024-01-31,2025-01-29,301583,2,365,Active,0.0,0,20,7237.99,Kevin Palla,6721507228,Marh,Jammu,CUST10092,JK02AW3667,JK02,Tata,Altroz,Hatchback,Diesel,1199,2019,2020-04-28,7,301583,Gupta Elite Insurance Solutions,Prime Broker,Channi Himmat,Jammu,311,2019-09-25,Active,1
PID10260,POL10114,CUST10092,VEH10114,IMD10070,2025-01-30,2026-01-29,301583,3,365,Active,0.0,0,25,6785.62,Kevin Palla,6721507228,Marh,Jammu,CUST10092,JK02AW3667,JK02,Tata,Altroz,Hatchback,Diesel,1199,2019,2020-04-28,7,301583,Gupta Elite Insurance Solutions,Prime Broker,Channi Himmat,Jammu,311,2019-09-25,Active,1
PID10261,POL10114,CUST10092,VEH10114,IMD10070,2026-01-30,2027-01-29,301583,4,365,Active,22463.22,0,35,5880.87,Kevin Palla,6721507228,Marh,Jammu,CUST10092,JK02AW3667,JK02,Tata,Altroz,Hatchback,Diesel,1199,2019,2020-04-28,7,301583,Gupta Elite Insurance Solutions,Prime Broker,Channi Himmat,Jammu,311,2019-09-25,Active,0
PID10262,POL10115,CUST10093,VEH10115,IMD10470,2024-07-15,2025-07-14,574957,1,365,Active,0.0,0,0,17248.71,Yash Pingle,6908112160,Rehari,Jammu,CUST10093,JK02UG6067,JK02,Kia,Sonet,SUV,Petrol,1197,2019,2019-11-30,7,574957,Raina Vertex Insurance Hub,Prime Broker,Narwal,Jammu,316,2023-08-25,Active,1
PID10263,POL10115,CUST10093,VEH10115,IMD10470,2025-07-15,2026-07-14,574957,2,365,Active,0.0,0,20,13798.97,Yash Pingle,6908112160,Rehari,Jammu,CUST10093,JK02UG6067,JK02,Kia,Sonet,SUV,Petrol,1197,2019,2019-11-30,7,574957,Raina Vertex Insurance Hub,Prime Broker,Narwal,Jammu,316,2023-08-25,Active,0
PID10264,POL10116,CUST10094,VEH10116,IMD10361,2025-11-06,2026-11-05,562963,1,365,Active,0.0,0,0,16888.89,Nakul Sarma,9231075747,Gandhi Nagar,Jammu,CUST10094,JK02DZ3066,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2024-07-29,2,562963,Elite Smart Insurance Associates,Prime Broker,Channi Himmat,Jammu,527,2017-12-19,Active,0
PID10265,POL10117,CUST10095,VEH10117,IMD10263,2025-01-02,2026-01-01,295475,1,365,Active,0.0,0,0,8864.25,Abhiram Mistry,6590785490,Akhnoor,Jammu,CUST10095,JK02DQ5956,JK02,Hyundai,Verna,Sedan,Petrol,1497,2014,2015-03-17,12,295475,Trikuta Secure Insurance Services,Prime Broker,Channi Himmat,Jammu,161,2024-11-04,Active,1
PID10266,POL10117,CUST10095,VEH10117,IMD10263,2026-01-02,2027-01-01,295475,2,365,Active,0.0,0,20,7091.4,Abhiram Mistry,6590785490,Akhnoor,Jammu,CUST10095,JK02DQ5956,JK02,Hyundai,Verna,Sedan,Petrol,1497,2014,2015-03-17,12,295475,Trikuta Secure Insurance Services,Prime Broker,Channi Himmat,Jammu,161,2024-11-04,Active,0
PID10267,POL10118,CUST10096,VEH10118,IMD10113,2025-10-12,2026-10-11,463076,1,365,Active,0.0,0,0,13892.28,Krish Lalla,7649006026,Bahu Plaza,Jammu,CUST10096,JK02BV5131,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,2023-07-18,4,463076,North Trust Insurance Consultants,Bancassurance,Gandhi Nagar,Jammu,655,2025-06-04,Inactive,0
PID10268,POL10119,CUST10097,VEH10119,IMD10478,2025-12-08,2026-12-07,125975,1,365,Active,0.0,0,0,3779.25,Hredhaan Dugal,7954607867,Bishnah,Jammu,CUST10097,JK02TS6157,JK02,Hyundai,i20,Hatchback,Petrol,1197,2013,2014-10-21,13,125975,Elite Summit Risk Advisors,Prime Broker,Bakshi Nagar,Jammu,327,2022-04-26,Active,0
PID10269,POL10120,CUST10097,VEH10120,IMD10377,2025-07-26,2026-07-25,675841,1,365,Active,0.0,0,0,20275.23,Hredhaan Dugal,7954607867,Bishnah,Jammu,CUST10097,JK02YK8977,JK02,Toyota,Innova Hycross,MPV,Petrol,1987,2016,2016-06-26,10,675841,Sharma Reliable Insurance Services,Prime Broker,Trikuta Nagar,Jammu,577,2023-08-05,Active,0
PID10270,POL10121,CUST10098,VEH10121,IMD10097,2025-09-19,2026-09-18,781608,1,365,Active,0.0,0,0,23448.24,Baghyawati Kade,6423440463,Ghagwal,Samba,CUST10098,JK08XS7846,JK08,Hyundai,i20,Hatchback,Petrol,1197,2025,2025-07-24,1,781608,Royal Fortune Insurance,Bancassurance,Samba,Samba,270,2020-11-10,Inactive,0
PID10271,POL10122,CUST10099,VEH10122,IMD10208,2025-05-22,2026-05-21,542662,1,365,Active,0.0,3,0,21163.82,Samar Lalla,9080078555,Shastri Nagar,Jammu,CUST10099,JK02MV9209,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2025-02-22,2,542662,Reliable Future Insurance Hub,Prime Broker,Narwal,Jammu,194,2022-02-06,Inactive,1
PID10272,POL10122,CUST10099,VEH10122,IMD10208,2026-05-22,2027-05-21,542662,2,365,Active,0.0,0,0,16279.86,Samar Lalla,9080078555,Shastri Nagar,Jammu,CUST10099,JK02MV9209,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2025-02-22,2,542662,Reliable Future Insurance Hub,Prime Broker,Narwal,Jammu,194,2022-02-06,Inactive,0
PID10273,POL10123,CUST10100,VEH10123,IMD10393,2024-09-04,2025-09-03,758978,1,365,Active,0.0,0,0,22769.34,Zayan Behl,6367879635,Rehari,Jammu,CUST10100,JK02LY1645,JK02,Hyundai,Venue,SUV,Diesel,1197,2022,2023-09-25,4,758978,Khajuria Vision Insurance Consultants,Agency,Gandhi Nagar,Jammu,248,2023-09-05,Active,1
PID10274,POL10123,CUST10100,VEH10123,IMD10393,2025-09-04,2026-09-03,758978,2,365,Active,407719.92,0,20,18215.47,Zayan Behl,6367879635,Rehari,Jammu,CUST10100,JK02LY1645,JK02,Hyundai,Venue,SUV,Diesel,1197,2022,2023-09-25,4,758978,Khajuria Vision Insurance Consultants,Agency,Gandhi Nagar,Jammu,248,2023-09-05,Active,0
PID10275,POL10124,CUST10101,VEH10124,IMD10110,2024-09-10,2025-09-09,590378,1,365,Active,0.0,0,0,17711.34,Pallavi Malhotra,8218375889,Talab Tillo,Jammu,CUST10101,JK02IK2028,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,2023-05-22,4,590378,Jammu Guardian Insurance Solutions,Prime Broker,Bakshi Nagar,Jammu,481,2018-08-23,Active,1
PID10276,POL10124,CUST10101,VEH10124,IMD10110,2025-09-10,2026-09-09,590378,2,365,Active,0.0,0,20,14169.07,Pallavi Malhotra,8218375889,Talab Tillo,Jammu,CUST10101,JK02IK2028,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,2023-05-22,4,590378,Jammu Guardian Insurance Solutions,Prime Broker,Bakshi Nagar,Jammu,481,2018-08-23,Active,0
PID10277,POL10125,CUST10101,VEH10125,IMD10096,2025-10-17,2026-10-16,191738,1,365,Active,0.0,1,0,6327.35,Pallavi Malhotra,8218375889,Talab Tillo,Jammu,CUST10101,JK02LH1634,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2018-03-29,9,191738,Mahindra Apex Insurance Associates,POSP,Akhnoor,Jammu,30,2024-11-28,Active,0
PID10278,POL10126,CUST10101,VEH10126,IMD10377,2024-03-11,2025-03-10,514770,1,365,Active,0.0,0,0,15443.1,Pallavi Malhotra,8218375889,Talab Tillo,Jammu,CUST10101,JK02BY8360,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2024-02-07,2,514770,Sharma Reliable Insurance Services,Prime Broker,Trikuta Nagar,Jammu,577,2023-08-05,Active,1
PID10279,POL10126,CUST10101,VEH10126,IMD10377,2025-03-11,2026-03-10,514770,2,365,Active,0.0,0,20,12354.48,Pallavi Malhotra,8218375889,Talab Tillo,Jammu,CUST10101,JK02BY8360,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2024-02-07,2,514770,Sharma Reliable Insurance Services,Prime Broker,Trikuta Nagar,Jammu,577,2023-08-05,Active,1
PID10280,POL10126,CUST10101,VEH10126,IMD10377,2026-03-11,2027-03-10,514770,3,365,Active,0.0,1,25,12740.56,Pallavi Malhotra,8218375889,Talab Tillo,Jammu,CUST10101,JK02BY8360,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2024-02-07,2,514770,Sharma Reliable Insurance Services,Prime Broker,Trikuta Nagar,Jammu,577,2023-08-05,Active,0
